index,dpt_pseudotime
Run4_195625773127910,0.27553996
Run4_195625785641204,0.3237474
Run4_195625804547821,0.29345438
Run4_195958617881501,0.29723626
Run4_195958618090790,0.21422213
Run4_195958618154723,0.1242539
Run4_195958632569060,0.63607883
Run4_195958632734107,0.15285249
Run4_195958633326307,0.81578815
Run4_195958663931622,0.69246686
Run4_195958664260979,0.32421967
Run4_195967073807212,0.55730885
Run4_195967101618597,0.3169009
Run4_195967120463790,0.10496395
Run4_195967120529133,0.02763427
Run4_195967120529691,0.20381403
Run4_196019686955356,0.4791517
Run4_196019687679853,0.10530881
Run4_196019701901740,0.11544445
Run4_196019714452388,0.13047913
Run4_196019733019486,0.62950224
Run4_196019733085555,0.6792732
Run4_196019733322150,0.3145729
Run4_196019733608365,0.03189477
Run4_196019733805803,0.21311016
Run4_196043577681646,0.5513318
Run4_196043578137333,0.21841817
Run4_196043593178524,0.0492977
Run4_196043604978909,0.23911814
Run4_196043605657900,0.4473181
Run4_196043623840172,0.05753488
Run4_196043624269683,0.091186926
Run4_196043624574324,0.2375651
Run4_196113236703005,0.21953909
Run4_196113236978030,0.14643
Run4_196113237404901,0.15175524
Run4_196113237424939,0.07953692
Run4_196113263881118,0.21773177
Run4_196163837225389,0.14786364
Run4_196163851634485,0.22814696
Run4_196163852160430,0.9085942
Run4_196163852167475,0.6050149
Run4_196163864287654,0.19732699
Run4_196163864321262,0.18672702
Run4_196163864324340,0.24168281
Run4_196163864324443,0.6728923
Run4_196163864475485,0.38574558
Run4_196163864586091,0.030872466
Run4_196163883427750,0.23692636
Run4_196163883683061,0.119885325
Run4_196163883715494,0.31666192
Run4_196174306465580,0.1807522
Run4_196174351822062,0.0926354
Run4_196174352079662,0.22919084
Run4_196174352137451,0.42555434
Run4_196180748389739,0.9169152
Run4_196180748720476,0.058385495
Run4_196180763692382,0.29849547
Run4_196180775390052,0.19606207
Run4_196180775394589,0.18574904
Run4_196180776012636,0.12148945
Run4_196527701277405,0.66917104
Run4_196527701290212,0.55897164
Run4_196527701473701,0.09999954
Run4_196527715968884,0.20668626
Run4_196527729007907,0.30850634
Run4_196638162774388,0.13370468
Run4_196638162962283,0.1092205
Run4_196638189734252,0.33394662
Run4_196715472336692,0.40571243
Run4_196715486272436,0.3746606
Run4_196715499613470,0.043531984
Run4_197058291190516,0.19652109
Run4_197058310363493,0.03611104
Run4_197060142685020,0.34243095
Run4_197060142753630,0.21706398
Run4_197060143499614,0.1877844
Run4_197060157630893,0.21039535
Run4_197060157631339,0.34272987
Run4_197060188821364,0.18124954
Run4_197060189186996,0.6446213
Run4_197068881843939,0.72560585
Run4_197068894419747,0.017618524
Run4_197135438833971,0.13520506
Run4_197135438919981,0.038066197
Run4_197135439391588,0.23301028
Run4_197135439641387,0.14114544
Run4_197135453580061,0.07409807
Run4_197135453611955,0.2554246
Run4_197135454132643,0.19111562
Run4_197135454296292,0.43098748
Run4_197135466157932,0.06765752
Run4_197135466416878,0.29411152
Run4_197135466941678,0.7392866
Run4_197135466948318,0.45617583
Run4_197135485528990,0.21480991
Run4_197135485552878,0.24931146
Run4_197135485581533,0.18911058
Run4_197135485585203,0.5118098
Run4_197135485812014,0.034528255
Run4_197145237276596,0.22771297
Run4_197145251755765,0.23274586
Run4_197145264282395,0.2497079
Run4_197145264867251,0.2357357
Run4_197145283116443,0.20517308
Run4_197185770539308,0.076588
Run4_197185771091806,0.18586566
Run4_197185771095918,0.16009608
Run4_197185797798310,0.17192718
Run4_197185798289702,0.21947446
Run4_197185798523307,0.1159332
Run4_197185798555446,0.9482462
Run4_197185817500901,0.026118131
Run4_197188186917733,0.024471655
Run4_197188201133868,0.11950881
Run4_197188201629548,0.037982173
Run4_197188201921270,0.27449396
Run4_197188213688678,0.5945992
Run4_197188213762932,0.4605457
Run4_197188214241589,0.24011329
Run4_197188232853405,0.2471494
Run4_197206037621533,0.1538304
Run4_197206038173997,0.044215184
Run4_197206064909726,0.11425707
Run4_197206064937763,0.54301184
Run4_197206083562724,0.2948389
Run4_197206084074741,0.2238596
Run4_197213554326326,0.019670222
Run4_197213568552292,0.23406683
Run4_197213568841971,0.25813586
Run4_197213569072421,0.16503924
Run4_197213581065459,0.65961015
Run4_197213581699892,0.8104816
Run4_197213600213404,0.08959554
Run4_197256772020964,0.15528543
Run4_197256786963700,0.2571706
Run4_197256787159403,0.47704077
Run4_197256799016862,0.263208
Run4_197256799250723,0.35108408
Run4_197256818116965,0.27594647
Run4_197256818408876,0.5724063
Run4_197264019405222,0.21315718
Run4_197264019712876,0.357508
Run4_197264019733939,0.22830841
Run4_197264019998963,0.18971854
Run4_197264020196652,0.14955595
Run4_197264034450291,0.2114128
Run4_197264034707699,0.7062589
Run4_197264047290742,0.06681748
Run4_197264047302493,0.49655312
Run4_197264065882923,0.04436627
Run4_199865979857267,0.041766845
Run4_199865992341405,0.035040464
Run4_199934550169390,0.08527139
Run4_199934565079284,0.33587617
Run4_199934577105764,0.5233942
Run4_199934577659107,0.5152962
Run4_199934596467430,0.47891217
Run4_199944362187108,0.19044118
Run4_199944362671019,0.0247962
Run4_199944362907939,0.70364326
Run4_199944374730037,0.21196796
Run4_199944375287029,0.22005303
Run4_199944394140389,0.5501662
Run4_199962332941109,0.4413973
Run4_199962332948397,0.32668254
Run4_199962333473700,0.023662712
Run4_199962347296556,0.1888343
Run4_199962347330923,0.32926524
Run4_199962347334366,0.25764927
Run4_199962347555572,0.64232814
Run4_199962347858356,0.10339108
Run4_199962360145780,0.2783142
Run4_199962360694622,0.641343
Run4_199962360724702,0.5212835
Run4_199962378819491,0.4955218
Run4_199962379380446,0.64998746
Run4_200348208621342,0.2936874
Run4_200348208917275,0.5339381
Run4_200348223530852,0.24090205
Run4_200348223789276,0.7331614
Run4_200348224044405,0.06959914
Run4_200348236175710,0.62531215
Run4_200348236637916,0.42506355
Run4_200348236667243,0.22631478
Run4_200348255020894,0.04162848
Run4_200363912874406,0.22462423
Run4_200363912936667,0.20917664
Run4_200363927096179,0.06133842
Run4_200363940198773,0.4644072
Run4_200363940206875,0.21788833
Run4_200363958258974,0.6130842
Run4_200363958975844,0.289318
Run4_200416660176307,0.24604134
Run4_200416660241180,0.086087115
Run4_200416660445428,0.28160185
Run4_200416674863005,0.22073713
Run4_200416687253300,0.21347743
Run4_200416706588006,0.031645905
Run4_200426592069939,0.57968795
Run4_200426592529637,0.11995173
Run4_200426606737262,0.30852294
Run4_200426619104116,0.4906046
Run4_200426619582196,0.63639665
Run4_200441221986166,0.28383484
Run4_200441222084396,0.7928345
Run4_200441236409076,0.11601151
Run4_200441236928363,0.75164044
Run4_200441249359709,0.41384545
Run4_200511163681141,0.252222
Run4_200511176984931,0.11738532
Run4_200511177022708,0.18361205
Run4_200511195662181,0.22659324
Run4_200561495795932,0.7446806
Run4_200561508605219,0.28699365
Run4_200561526790876,0.16036685
Run4_200561527580446,0.19540231
Run4_200562823051110,0.30928758
Run4_200562837739235,0.23106886
Run4_200562837773531,0.53843343
Run4_200562850261342,0.23014687
Run4_200562850557221,0.6552748
Run4_200562850811166,0.27222997
Run4_200562869397916,0.8145057
Run4_200562869419372,0.18891768
Run4_200562869655853,0.2541603
Run4_200562869717803,0.24717861
Run4_200563777793268,0.018906519
Run4_200563808394102,0.64067054
Run4_200563808394158,0.4429082
Run4_200570473933083,0.5439611
Run4_200570500410678,0.2698424
Run4_200570519276955,0.44025844
Run4_200570520164645,0.38174996
Run4_200899038767476,0.4170625
Run4_200899052820395,0.1796738
Run4_200899053082478,0.24563174
Run4_200899066260260,0.3894657
Run4_200922526825900,0.26353863
Run4_200922541287852,0.33528417
Run4_200922541770524,0.1816794
Run4_200922554125108,0.3478297
Run4_200967489445158,0.5800172
Run4_200967489808675,0.5320237
Run4_200967489997038,0.4737668
Run4_200967490005813,0.25327784
Run4_200974080621934,0.14047578
Run4_200974080884076,0.5760313
Run4_200974081055156,0.13877055
Run4_200974081415387,0.23122573
Run4_200974093208990,0.13687932
Run4_200974094001899,0.4380578
Run4_200974111989102,0.18415277
Run4_200974111991526,0.14275038
Run4_200974112538019,0.4940025
Run4_200974112808372,0.63696325
Run4_200983461149989,0.08184088
Run4_200983461189340,0.087171815
Run4_200983461354781,0.26985514
Run4_200983476389725,0.4900669
Run4_200983488613230,0.06632883
Run4_200983507324259,0.20115764
Run4_200983507843804,0.22462082
Run4_200994198841198,0.10471888
Run4_200994226067310,0.3350583
Run4_200994226129630,0.27334344
Run4_200994226592046,0.22572345
Run4_201111639018908,0.08585864
Run4_201111654251358,0.55731964
Run4_201111666641630,0.2600362
Run4_201111667068318,0.33463362
Run4_201111667076403,0.161455
Run4_201111685426470,0.1953665
Run4_201111685447083,0.061686613
Run4_201111685483379,0.30357268
Run4_201111685777203,0.144969
Run4_201111686007595,0.03508841
Run4_201111686014686,0.10580144
Run4_201114472365422,0.5432499
Run4_201114472867564,0.012708506
Run4_201114485151580,0.056781508
Run4_201114504522549,0.17444772
Run4_201465571732782,0.045568593
Run4_201465586142620,0.22571747
Run4_201465586731814,0.07075014
Run4_201465598725493,0.22271362
Run4_201474295352683,0.35918546
Run4_201474295589302,0.44957536
Run4_201474310260587,0.115284994
Run4_201474310264686,0.26751226
Run4_201474310552420,0.08850283
Run4_201474310559452,0.025220476
Run4_201474322651499,0.2124403
Run4_201474323102572,0.24715249
Run4_201474323212139,0.77483535
Run4_201523553220958,0.16980347
Run4_201523580583195,0.35868058
Run4_201523581050211,0.121247016
Run4_201523581282550,0.07912301
Run4_201523599988517,0.5349287
Run4_201585845460187,0.12769677
Run4_201585858098932,0.35558712
Run4_201595494029020,0.61587644
Run4_201595521481076,0.34914774
Run4_201595521559411,0.31224394
Run4_201595522013486,0.32973072
Run4_201670656118123,0.59020466
Run4_201670656153899,0.024276825
Run4_201670656740573,0.64110404
Run4_201670670797556,0.03459087
Run4_201670701989165,0.03299277
Run4_201670702021045,0.80018336
Run4_204213410716006,0.029552473
Run4_204213426011356,0.6524483
Run4_204213438037211,0.69129515
Run4_204213457180382,0.35267112
Run4_204213457382126,0.71510893
Run4_204224148454835,0.24953163
Run4_204224148462948,0.37031984
Run4_204224162884381,0.41935024
Run4_204224163170605,0.19477575
Run4_204224175467228,0.24620892
Run4_204224176012510,0.29948223
Run4_204224194526619,0.16572736
Run4_204351789258588,0.23797199
Run4_204351804488924,0.31583637
Run4_204351804693236,0.26669094
Run4_204351835654901,0.2806551
Run4_204358231641014,0.118719004
Run4_204358231702436,0.21960633
Run4_204358232165742,0.18759984
Run4_204358247205731,0.18243422
Run4_204358277786011,0.12239767
Run4_204358278396654,0.15191919
Run4_204358278567853,0.08555337
Run4_204359574416219,0.61330324
Run4_204359601113885,0.23600113
Run4_204359601608995,0.08537603
Run4_204359601874859,0.81296504
Run4_204359620226403,0.43689924
Run4_204359620291301,0.18250625
Run4_204359620544757,0.24281564
Run4_204359620552548,0.8698055
Run4_204359620810590,0.47151998
Run4_204360513862452,0.20859349
Run4_204360513969572,0.64598006
Run4_204360514201843,0.06950479
Run4_204360540904307,0.71408635
Run4_204360541461790,0.5128432
Run4_204360559544668,0.16378738
Run4_204360559806765,0.56150055
Run4_204403329054573,0.21319608
Run4_204403329644910,0.1816956
Run4_204403344259317,0.24388349
Run4_204403356948907,0.4285571
Run4_204403375527709,0.089534685
Run4_204427085657837,0.08426248
Run4_204427100015981,0.09670356
Run4_204427100112755,0.11594153
Run4_204427100277492,0.04765675
Run4_204427100280749,0.18069336
Run4_204427100862182,0.12510586
Run4_204427131571635,0.5858845
Run4_204756771064117,0.04864455
Run4_204762093151971,0.34782293
Run4_204762107534236,0.068440884
Run4_204762107992923,0.075804226
Run4_204762108250420,0.48769727
Run4_204762120673574,0.6634948
Run4_204762138917787,0.18883267
Run4_204762139187955,0.22507265
Run4_204762139540188,0.1298154
Run4_204762139703605,0.2316182
Run4_204762139737307,0.08080163
Run4_204762139745203,0.20063621
Run4_204763032664942,0.53616214
Run4_204763047344548,0.2273519
Run4_204763059935523,0.8374343
Run4_204763060394286,0.71336526
Run4_204763079011230,0.51640695
Run4_204765448235820,0.3039293
Run4_204765462910764,0.18950056
Run4_204765463174555,0.93851286
Run4_204765463759213,0.09953117
Run4_204765475588982,0.019282198
Run4_204765475818340,0.2633793
Run4_204765476280564,0.29331073
Run4_204765476374940,0.20812355
Run4_204765494892893,0.5982206
Run4_204765495253219,0.5348232
Run4_204816869124459,0.11385145
Run4_204825310125475,0.4361269
Run4_204825310157164,0.12924576
Run4_204825324054963,0.0478201
Run4_204825336600413,0.36851835
Run4_204825355512757,0.25607866
Run4_204825356024622,0.4032049
Run4_204825356323118,0.32345197
Run4_204882352164205,0.17544205
Run4_204882366904675,0.45832348
Run4_204882367433435,0.13010041
Run4_204911357867958,0.25965345
Run4_204911370458923,0.26526007
Run4_204911370787556,0.56198716
Run4_204911389108531,0.2896825
Run4_204911389130164,0.22438213
Run4_204911389137326,0.13431686
Run4_204911389137758,0.14745772
Run4_204954158971253,0.5145547
Run4_204954173103412,0.07640824
Run4_204954173561059,0.0705427
Run4_204959675997547,0.54146767
Run4_204959676591451,0.83101577
Run4_204959689431340,0.7866992
Run4_204959707483052,0.5164925
Run4_204959708298604,0.12633987
Run4_205381641819869,0.38890028
Run4_205381641918812,0.4832003
Run4_205381642606390,0.121652566
Run4_205381656537828,0.7296258
Run4_205381657315230,0.49397066
Run4_205381669706468,0.4466455
Run4_205381669968222,0.1420104
Run4_205381688053091,0.31650183
Run4_205392393956068,0.030167285
Run4_205392426187995,0.3480938
Run4_205449153374115,0.24952
Run4_205449153427757,0.30902052
Run4_205449154218339,0.21224321
Run4_205449168083300,0.26929143
Run4_205449168842099,0.026831709
Run4_205449199807838,0.5360213
Run4_205510759631086,0.53849715
Run4_205510773992164,0.12322391
Run4_205510774250419,0.08385482
Run4_205510774745395,0.43007922
Run4_205510787360622,0.17624667
Run4_205510805973939,0.21446633
Run4_205511430453549,0.1069387
Run4_205511445342494,0.31633994
Run4_205511476862262,0.13938433
Run4_205511477081844,0.15945771
Run4_205518946848037,0.65144235
Run4_205518946913142,0.26760146
Run4_205518961497829,0.07473727
Run4_205518961855323,0.1894312
Run4_205518992979830,0.18007603
Run4_205527685446061,0.3625436
Run4_205527698590124,0.27570158
Run4_205527717693749,0.22257523
Run4_205870209091931,0.068072595
Run4_205870209128157,0.52293324
Run4_205870222239595,0.08030581
Run4_205870222429100,0.056551926
Run4_205922688777436,0.6159355
Run4_205922701098230,0.4825156
Run4_205922701110563,0.10671591
Run4_205922701269430,0.089317575
Run4_205922720439732,0.27732807
Run4_226205924964702,0.44709405
Run4_226205925599523,0.35053515
Run4_226205971404708,0.16590953
Run4_226265786076572,0.30527607
Run4_226265786674531,0.012266544
Run4_226265800857309,0.963963
Run4_226265801547045,0.22125654
Run4_226265801607533,0.72640437
Run4_226265814165934,0.26987737
Run4_226265833073444,0.070984825
Run4_226273436519348,0.18201311
Run4_226273451755421,0.5496202
Run4_226273451949429,0.25092033
Run4_226273452058403,0.2134264
Run4_226273463790510,0.60408765
Run4_226273482689452,0.52543706
Run4_226283261941494,0.8151101
Run4_226283262204763,0.32127935
Run4_226283280611756,0.4418472
Run4_226343096104798,0.17775221
Run4_226343096370908,0.63615257
Run4_226343111052701,0.23647718
Run4_226343141661086,0.24272586
Run4_226394635659638,0.11170158
Run4_226394635680501,0.356779
Run4_226394635713308,0.2464083
Run4_226394635974939,0.64003646
Run4_226394650633955,0.304679
Run4_226394650664348,0.47655502
Run4_226394681300715,0.29488233
Run4_226394681559397,0.21961886
Run4_226806146984243,0.15275662
Run4_226806174764270,0.027263334
Run4_226806193646891,0.16828431
Run4_226822402566427,0.17896274
Run4_226822414818149,0.38863096
Run4_226822433171355,0.30013862
Run4_226822433950955,0.13136305
Run4_226829501352174,0.19877726
Run4_226829515478876,0.3430251
Run4_226829516061483,0.016017232
Run4_226829547484915,0.48523584
Run4_226829547497829,0.08371209
Run4_226829547555750,0.6258242
Run4_226874732506019,0.78907275
Run4_226874732730155,0.18060356
Run4_226874759207220,0.19550087
Run4_226874778344811,0.17216773
Run4_226874778568563,0.05793166
Run4_226874778634667,0.15882085
Run4_226883187654044,0.21923824
Run4_226883202304428,0.037265684
Run4_226883202864950,0.031445265
Run4_226883202889654,0.25234658
Run4_226883214990564,0.6014266
Run4_226883215223581,0.13328779
Run4_226883215681451,0.2562924
Run4_226901441534251,0.5002465
Run4_226901441800566,0.19767047
Run4_226901456284982,0.64044684
Run4_226901468859189,0.5278405
Run4_226901469313437,0.56187564
Run4_226901487475420,0.2391498
Run4_226901487700851,0.6354348
Run4_226901487896435,0.7682279
Run4_226901488220461,0.20936467
Run4_226901488225116,0.025298847
Run4_226949759678892,0.15196854
Run4_226949759945627,0.28138033
Run4_226949774621933,0.46085528
Run4_226949786883933,0.50480944
Run4_226949806352228,0.31785232
Run4_226953384118126,0.2755109
Run4_226953398245726,0.3188953
Run4_226953429932837,0.4103341
Run4_226953429964510,0.1845848
Run4_226953429990318,0.118343055
Run4_226953430227165,0.15678379
Run4_226958752311606,0.22295997
Run4_226958752541091,0.4616366
Run4_226958753024742,0.1408763
Run4_226958766983541,0.57690644
Run4_226970295285555,0.54704213
Run4_226970309680436,0.2017931
Run4_226970310434140,0.3945413
Run4_227284916005685,0.095560595
Run4_227284916057972,0.6061282
Run4_227284916587355,0.12813868
Run4_227284916849061,0.20244083
Run4_227284928613723,0.21642777
Run4_227284928911651,0.22986372
Run4_227284929104755,0.23266104
Run4_227284947757867,0.07632259
Run4_227284948237035,0.19706562
Run4_227305168783667,0.0368546
Run4_227305169009006,0.07830011
Run4_227305182841692,0.03592166
Run4_227305183624565,0.33564034
Run4_227305195683059,0.13392472
Run4_227305196243317,0.13598993
Run4_227305214622131,0.33324867
Run4_227354829245214,0.05095731
Run4_227354843724195,0.08643193
Run4_227354844019060,0.113461904
Run4_227354856769963,0.24173981
Run4_227354874894630,0.25824362
Run4_227354875714979,0.22603916
Run4_227357125373285,0.25598994
Run4_227357125986725,0.51641864
Run4_227357125994779,0.60919684
Run4_227357138540790,0.13701238
Run4_227363553163565,0.26859888
Run4_227363553721636,0.4220507
Run4_227363568368926,0.16702102
Run4_227363580664092,0.39049613
Run4_227363580689133,0.32299298
Run4_227363580922669,0.81680244
Run4_227363580992243,0.5041564
Run4_227363599341278,0.30910924
Run4_227363599562611,0.6388754
Run4_227363599834035,0.20968004
Run4_227364224551221,0.15701164
Run4_227364224580380,0.03712119
Run4_227364224583987,0.57326335
Run4_227364224809308,0.46262252
Run4_227364251229046,0.021715246
Run4_227364270357405,0.20677261
Run4_227425427512566,0.26467893
Run4_227425427830566,0.33618036
Run4_227425442552038,0.20386373
Run4_227425442720990,0.22225809
Run4_227425473416605,0.62209564
Run4_227425473448876,0.5057213
Run4_227493072985381,0.24006607
Run4_227493073083189,0.17246017
Run4_227493073775523,0.1590591
Run4_227493088220982,0.23549704
Run4_227493100276509,0.045544695
Run4_227493100350195,0.20433542
Run4_227493100804955,0.103240654
Run4_227493101094635,0.35186926
Run4_227493119707374,0.17068034
Run4_227510387100915,0.2509739
Run4_227510414362973,0.19304672
Run4_227510414851291,0.2714752
Run4_227510415157549,0.22018105
Run4_227510433246108,0.038434066
Run4_227510433311660,0.45133534
Run4_227516857117941,0.20754021
Run4_227844187343596,0.17522275
Run4_227844187442397,0.74823743
Run4_227844201278261,0.02555993
Run4_227844202018667,0.47568405
Run4_227844214442804,0.429348
Run4_227844232956836,0.53372306
Run4_227844233247005,0.2283236
Run4_227844233324980,0.09566612
Run4_227846602538211,0.040064543
Run4_227846617487158,0.1946802
Run4_227846617512291,0.58171904
Run4_227846630001518,0.4759551
Run4_227846630627044,0.24547678
Run4_227853865699187,0.13323945
Run4_227853865801643,0.19324617
Run4_227853896705893,0.5232458
Run4_227903376845597,0.3288745
Run4_227903377103670,0.30519968
Run4_227903377205476,0.3351798
Run4_227903404136812,0.4813218
Run4_227903423567653,0.11091145
Run4_227921657490227,0.63408333
Run4_227921658034597,0.26034954
Run4_227921658333916,0.5176288
Run4_227921676908276,0.25150934
Run4_227921677215981,0.38013422
Run4_227930488563566,0.25876462
Run4_227930488819051,0.50533533
Run4_227930503304995,0.5287362
Run4_227930503338333,0.021913545
Run4_227930503596406,0.053918257
Run4_227930504097012,0.4735765
Run4_227930515917742,0.06594538
Run4_227930516613555,0.4643677
Run4_227930516634990,0.13667743
Run4_227930534792627,0.0070537752
Run4_227930535028581,0.24327543
Run4_227930535483109,0.7332227
Run4_227930535509211,0.16552886
Run4_227973438560036,0.8990029
Run4_227973439056606,0.48550406
Run4_227973466077493,0.21818706
Run4_227973466115428,0.052787185
Run4_227973466315054,0.07697225
Run4_227975317540203,0.82829
Run4_227975332281142,0.047287684
Run4_227975344610100,0.102146134
Run4_227975344839451,0.18482967
Run4_227975345359203,0.50617206
Run4_227981760293732,0.33979288
Run4_227981760351091,0.18746547
Run4_227981774444405,0.21870513
Run4_227981774468964,0.3355057
Run4_227981806164254,0.32680425
Run4_227982967749036,0.5222839
Run4_227982982409013,0.12727287
Run4_227982982953707,0.26465908
Run4_227982982957796,0.042337347
Run4_227983014161691,0.5208066
Run4_227990483909357,0.28545266
Run4_227990484470620,0.30293152
Run4_227990498826597,0.31264853
Run4_227990498895723,0.15024316
Run4_227990511209819,0.12469735
Run4_227990530084204,0.19408363
Run4_227990530086701,0.28794396
Run4_227990530578269,0.055310246
Run4_227991424186285,0.30288088
Run4_227991438880165,0.6767894
Run4_227991451036963,0.6410471
Run4_228042023590124,0.21130458
Run4_228042023823214,0.26217073
Run4_228042038236974,0.4852933
Run4_228042050819805,0.11019638
Run4_228042051369699,0.48018306
Run4_228042051639012,0.9301135
Run4_230592294906222,0.12739627
Run4_230592295168372,0.080727294
Run4_230592295397604,0.18907152
Run4_230592309513573,0.12083025
Run4_230592310074590,0.06950367
Run4_230592321801117,0.8232325
Run4_230611649775516,0.18560554
Run4_230611668031348,0.1335995
Run4_230611668879662,0.23169675
Run4_230652424613165,0.10049816
Run4_230652439090988,0.29984742
Run4_230652451903334,0.26563647
Run4_230652452231468,0.037040737
Run4_230652470581485,0.37614372
Run4_230654452066540,0.3194483
Run4_230654452087587,0.14128408
Run4_230654465165556,0.26410452
Run4_230654483484006,0.2451456
Run4_230732687100853,0.3250914
Run4_230732700960686,0.13326122
Run4_230732700961196,0.05428294
Run4_230732701330275,0.008009082
Run4_230732701551332,0.31983152
Run4_230732701756837,0.53537506
Run4_230732732423086,0.9787381
Run4_230741410760989,0.04128982
Run4_230741411031971,0.4228254
Run4_230741411216675,0.20403399
Run4_230741425437933,0.5462914
Run4_230741437791068,0.15268102
Run4_230741438052251,0.31343508
Run4_230741438490525,0.19061448
Run4_230741457164005,0.5576103
Run4_230741457394027,0.4246031
Run4_230749747403043,0.17446342
Run4_230749759453621,0.062977776
Run4_230749778368373,0.6183336
Run4_230749778892718,0.22639447
Run4_230799407470894,0.57450044
Run4_230799407495980,0.22644569
Run4_230799407958430,0.588596
Run4_230799438698285,0.69107205
Run4_230799438727924,0.05017134
Run4_230799439195038,0.042863935
Run4_230800332319606,0.22792342
Run4_230800332843742,0.45613724
Run4_230800346770205,0.09339064
Run4_230800347552990,0.28894988
Run4_230800347576163,0.26088613
Run4_230800359841123,0.26576948
Run4_230800378744243,0.14986777
Run4_230807848217438,0.23334944
Run4_230807848281838,0.19486338
Run4_230807849031981,0.5779205
Run4_230807863158643,0.279001
Run4_230807875762028,0.91087836
Run4_230807876091102,0.18629104
Run4_230807895231347,0.08970836
Run4_230809071209270,0.33554956
Run4_230809071377627,0.32028893
Run4_230809071475955,0.037868258
Run4_230809083788582,0.50294435
Run4_230809084029222,0.07014225
Run4_230809103158108,0.23132914
Run4_230816721262380,0.07423302
Run4_230816721848118,0.31237328
Run4_230816733904245,0.063758515
Run4_230816753268595,0.027856912
Run4_231270765686061,0.22350149
Run4_231270765705572,0.63861877
Run4_231270779860844,0.19003907
Run4_231270792747430,0.5290093
Run4_231270792981427,0.34177
Run4_231270811561254,0.19335562
Run4_231279489305390,0.1517135
Run4_231279489563564,0.20391133
Run4_231279489927011,0.51892054
Run4_231279517394798,0.23794135
Run4_231279536236910,0.23647241
Run4_231279536258267,0.15312223
Run4_231279536334622,0.04288037
Run4_231280294946733,0.20531079
Run4_231280295401270,0.40137616
Run4_231280295430566,0.016550004
Run4_231280295434027,0.575387
Run4_231280309300142,0.14833415
Run4_231280309393203,0.2641042
Run4_231280309656795,0.20516446
Run4_231280309819612,0.029506918
Run4_231280309856627,0.51297355
Run4_231280310074741,0.40601552
Run4_231280322145187,0.03575003
Run4_231280341314462,0.33508357
Run4_231280341338357,0.3409874
Run4_231280341531491,0.15386513
Run4_231291315473310,0.099658124
Run4_231291315477276,0.066637635
Run4_231291315932590,0.5176719
Run4_231291315993387,0.05228823
Run4_231291327835357,0.2293958
Run4_231291328088997,0.21590438
Run4_231291328261363,0.27368134
Run4_231291328621364,0.33907354
Run4_231340559001445,0.6733323
Run4_231340559255907,0.3726357
Run4_231340585676075,0.1867671
Run4_231340585989990,0.14346857
Run4_231340604575006,0.1561737
Run4_231365403359084,0.18495962
Run4_231365403360501,0.018251002
Run4_231365403600755,0.24890798
Run4_231365403663132,0.26237652
Run4_231365403891613,0.25492585
Run4_231365415987123,0.18191594
Run4_231365416475548,0.0822401
Run4_231365435582830,0.53757423
Run4_231366194027869,0.19355445
Run4_231366194064219,0.28577584
Run4_231366208678709,0.017260455
Run4_231366222007028,0.29610914
Run4_231366222040350,0.207812
Run4_231366240131486,0.26774025
Run4_231692880734061,0.5024922
Run4_231692907173598,0.1950893
Run4_231692907497836,0.1805719
Run4_231692907690797,0.16439904
Run4_231692907694316,0.029911641
Run4_231692926343918,0.5775817
Run4_231711850851244,0.48961702
Run4_231711851559731,0.39139396
Run4_231754888531372,0.20762448
Run4_231754889018291,0.32658815
Run4_231754903800667,0.34608397
Run4_231754904038621,0.45562392
Run4_231754915765110,0.20014432
Run4_231754935519068,0.21502173
Run4_231760525679924,0.28897282
Run4_231760526429484,0.0512174
Run4_231760553728363,0.20204125
Run4_231760572370355,0.08579321
Run4_231770055138612,0.023873653
Run4_231770055399670,0.2968454
Run4_231770101603638,0.17410915
Run4_231822818134966,0.01686607
Run4_231822849097131,0.17933537
Run4_231822849137396,0.13534632
Run4_231822849662299,0.34752768
Run4_231890195429227,0.17081381
Run4_231890195434908,0.22200263
Run4_231890207533877,0.72250926
Run4_231890207586150,0.3390563
Run4_231890207794995,0.67520565
Run4_231890208025011,0.09725808
Run4_231890226633515,0.5696808
Run4_231890226890651,0.4092513
Run4_231891388262707,0.2206972
Run4_231891402681627,0.09634586
Run4_231891403167645,0.35802832
Run4_231891403397411,0.015434269
Run4_231891415981347,0.21338893
Run4_231891434400485,0.08907351
Run4_231897711163678,0.25250188
Run4_231897711459611,0.82252187
Run4_231897742621020,0.05718525
Run4_231900112414574,0.5325318
Run4_231900112414622,0.59004575
Run4_231900112907043,0.10710171
Run4_231900127356830,0.1949806
Run4_231900127545652,0.28397998
Run4_231900127550246,0.6169502
Run4_231900158220659,0.029258002
Run4_231900158770036,0.1896323
Run4_231907628861292,0.020729441
Run4_231907628902628,0.08078711
Run4_231907642955691,0.17301545
Run4_231907643738867,0.23085591
Run4_231907655539630,0.14712578
Run4_231907655829301,0.23646618
Run4_231907656416675,0.243095
Run4_231907674503596,0.213165
Run4_231917038753518,0.3121837
Run4_231917051075443,0.31916994
Run4_231917051296557,0.38916686
Run4_231917051599211,0.006768091
Run4_231917070183150,0.23876223
Run4_232261709843380,0.26344123
Run4_232261722004838,0.50506526
Run4_232261741045557,0.15451367
Run4_232301288974701,0.14353973
Run4_232301289466715,0.15761033
Run4_232301303850925,0.5720443
