index,dpt_pseudotime
Run4_134448003005795,0.6200251
Run4_134448021978540,0.5235398
Run4_134472805832436,0.15598768
Run4_134472806385372,0.12495032
Run4_134472821029213,0.2330801
Run4_134472821070043,0.11058699
Run4_134472832797478,0.30101642
Run4_134472833558963,0.23414677
Run4_134472851635099,0.13505588
Run4_134472851941214,0.14756976
Run4_134472852463028,0.14066929
Run4_134522332629341,0.32092574
Run4_134522346585507,0.55599195
Run4_134522359664027,0.20322907
Run4_134522359991022,0.015343209
Run4_134522378087275,0.24195008
Run4_134522378245870,0.28026214
Run4_134530788379573,0.58816785
Run4_134530802235756,0.19413343
Run4_134530802792365,0.28068355
Run4_134530802802021,0.10504294
Run4_134530802829741,0.20768617
Run4_134530815449317,0.5168229
Run4_134531727603501,0.035974294
Run4_134531742587125,0.71440595
Run4_134531773754590,0.2325922
Run4_134539646032693,0.2064152
Run4_134539646225835,0.17006478
Run4_134539674041203,0.30259866
Run4_134539692072302,0.35294083
Run4_134539692369758,0.23345299
Run4_134539692881651,0.6416995
Run4_134540451802414,0.32529205
Run4_134540466474222,0.110606596
Run4_134540466505581,0.30687436
Run4_134540479122854,0.64609045
Run4_134592125122405,0.038314477
Run4_134592139807077,0.59009886
Run4_134592140040940,0.2553161
Run4_134592152354101,0.4782063
Run4_134592171981109,0.37936923
Run4_134600581045533,0.13536783
Run4_134600595815788,0.43212005
Run4_134600608299445,0.6747268
Run4_134600626988843,0.15366295
Run4_134936676650349,0.20744216
Run4_134936677205734,0.22691998
Run4_134936689499357,0.6301348
Run4_134936689588014,0.16246451
Run4_134936690116531,0.30815032
Run4_134936708167980,0.66529864
Run4_134938004450589,0.33578748
Run4_134938004778204,0.12694557
Run4_134938019616500,0.7146266
Run4_134938019682548,0.021081232
Run4_134938050837294,0.119714454
Run4_135014240151787,0.23136011
Run4_135014240185701,0.09960374
Run4_135014254795572,0.21329197
Run4_135014255324531,0.20590566
Run4_135014255343900,0.62814355
Run4_135014267930867,0.63068974
Run4_135014286220019,0.6439857
Run4_135014286482275,0.066112906
Run4_135064438069492,0.049936485
Run4_135064452000492,0.15138477
Run4_135064484013917,0.6300073
Run4_135064484268966,0.19967893
Run4_135081885559019,0.21118422
Run4_135081886378805,0.34469688
Run4_135081886402333,0.6263894
Run4_135081912854884,0.6499014
Run4_135081913338204,0.19967183
Run4_135081913440485,0.556737
Run4_135081913600813,0.6407553
Run4_135081931692774,0.23023364
Run4_135081932573534,0.24462843
Run4_135149128636779,0.45648554
Run4_135149155899102,0.72899544
Run4_135149156194140,0.18630806
Run4_135149175094558,0.21431851
Run4_135149175106931,0.21346436
Run4_135149175555995,0.48030332
Run4_135149175618862,0.6469105
Run4_135150470879068,0.031039719
Run4_135150498179827,0.38618726
Run4_135150498626486,0.48643342
Run4_135150498639141,0.15263969
Run4_135150498856286,0.028978592
Run4_135150517578011,0.24639937
Run4_135150517804379,0.13836014
Run4_135571512376109,0.31123334
Run4_135571527351589,0.14050522
Run4_135571539712740,0.165345
Run4_135699958553884,0.19894525
Run4_135699972929324,0.06442496
Run4_135699973654387,0.034010977
Run4_135699973696883,0.21395682
Run4_135700004653939,0.17228033
Run4_155842564548397,0.23875177
Run4_155842577021302,0.032310612
Run4_155842595899764,0.27010208
Run4_155888869657388,0.25627148
Run4_155888900754843,0.19299962
Run4_155888901638876,0.28178254
Run4_155911417937140,0.058776837
Run4_155911417972595,0.25115716
Run4_155911430487349,0.53604275
Run4_155911430715766,0.23887114
Run4_155911430977836,0.90565044
Run4_155971398822774,0.26998022
Run4_155971399338726,0.24162741
Run4_155971413489590,0.4925578
Run4_155971426040245,0.3334578
Run4_155971444759390,0.5926773
Run4_155971444919204,0.18345492
Run4_155972606778084,0.5091095
Run4_155972606847205,0.6010069
Run4_155972607032755,0.22423239
Run4_155972607096620,0.37054533
Run4_155972621262251,0.8341654
Run4_155972621485925,0.303532
Run4_155972634078110,0.6661633
Run4_155972652624283,0.038280882
Run4_155972652713910,0.23526655
Run4_156024160827821,0.11888321
Run4_156024161097516,0.20788632
Run4_156024161328475,0.17426264
Run4_156024173411190,0.032457788
Run4_156024173948316,0.15370466
Run4_156024193108902,0.6751276
Run4_156453535894324,0.6408383
Run4_156463306534126,0.5742766
Run4_156463306828011,0.64551747
Run4_156463307344229,0.24825683
Run4_156463321468261,0.21012059
Run4_156463321790822,0.12878668
Run4_156463321958820,0.28226355
Run4_156463321959284,0.331406
Run4_156463322033396,0.17630537
Run4_156463333788526,0.07879624
Run4_156463334570933,0.5678135
Run4_156463352985446,0.48106244
Run4_156463353247526,0.16484457
Run4_156515919875435,0.14116284
Run4_156515934517612,0.03756075
Run4_156515934883044,0.75107527
Run4_156515947727276,0.5751712
Run4_156515966864294,0.30240214
Run4_156933471980844,0.30010188
Run4_156933499279212,0.11720376
Run4_157004338227038,0.061443143
Run4_157004353101211,0.38605228
Run4_157004366211318,0.06818023
Run4_157004366240046,0.19747344
Run4_157004384294772,0.058224995
Run4_157071983896430,0.2062812
Run4_157071998936797,0.03728908
Run4_157072011778277,0.41512167
Run4_157072011967413,0.7786725
Run4_157072030088547,0.23744296
Run4_157072030325022,0.51515216
Run4_157072030809326,0.68649596
Run4_157072030849387,0.3258865
Run4_157140450199860,0.31547612
Run4_157140463074525,0.3965835
Run4_157140481390493,0.8777507
Run4_157477590186915,0.15111688
Run4_157477604838812,0.37938708
Run4_157477617129885,0.18923211
Run4_157477617912621,0.041990355
Run4_157486582746539,0.18966639
Run4_157486597199662,0.16045295
Run4_157486610041757,0.30427557
Run4_157486610049956,0.23085026
Run4_157486629207398,0.62344605
Run4_157486629370165,0.19988541
Run4_157536914132331,0.26828486
Run4_157536928819436,0.20691153
Run4_157536928848796,0.66533154
Run4_157536928852270,0.1864223
Run4_157536941915062,0.25967595
Run4_157537720220574,0.62912893
Run4_157537734150365,0.17433973
Run4_157537734711526,0.058355242
Run4_157537746671341,0.15538569
Run4_157537746930542,0.13853832
Run4_157537765583219,0.6717458
Run4_157537766074725,0.17180908
Run4_157562550019998,0.4539929
Run4_157562550049500,0.0711061
Run4_157562550213476,0.67481184
Run4_157562550479158,0.26710135
Run4_157562564695862,0.2793715
Run4_157562577479966,0.10647886
Run4_157562577804595,0.48742914
Run4_157562596088243,0.08763642
Run4_157613969795507,0.6837015
Run4_157613970578164,0.40174004
Run4_157613970647844,0.426732
Run4_157613982443444,0.22717753
Run4_157613983153587,0.2207554
Run4_157684150947246,0.10763771
Run4_157684165896621,0.11494789
Run4_157684165961579,0.19751701
Run4_157684166511966,0.15675074
Run4_157690325322155,0.31124827
Run4_157690352494942,0.3378041
Run4_160447829068124,0.36270225
Run4_160447874644316,0.3224402
Run4_160447874844573,0.26635224
Run4_160447875206493,0.41790333
Run4_160785117853470,0.6322168
Run4_160785117900078,0.49377856
Run4_160785132837277,0.5687696
Run4_160785145388323,0.6471825
Run4_160903140923115,0.3425199
Run4_160903141158118,0.08234844
Run4_160910638205286,0.2371155
Run4_160910638701981,0.10466266
Run4_160910657313564,0.3968868
Run4_160928730367731,0.70089275
Run4_160928730836315,0.1213195
Run4_160928731187629,0.37755096
Run4_160928744992052,0.7317607
Run4_160928745614580,0.039915364
Run4_160928758131548,0.34134912
Run4_160928758380782,0.8031096
Run4_160928758389020,0.5198448
Run4_160928776739621,0.07400244
Run4_160928776776491,0.05723039
Run4_160928776964910,0.37437075
Run4_160990068135668,0.1111908
Run4_160990083368878,0.0121851675
Run4_160990095325621,0.036480304
Run4_160990095927006,0.4869476
Run4_160990114004323,0.03326331
Run4_160990114761444,0.2650597
Run4_160990114793756,0.50057447
Run4_160996510514102,0.1773654
Run4_160996510590878,0.5732116
Run4_160996510775158,0.22822712
Run4_160996525754270,0.26107687
Run4_160996537592540,0.56164235
Run4_160996537887645,0.342947
Run4_160996537888035,0.62912023
Run4_160996538375475,0.21232195
Run4_160996556729131,0.6499731
Run4_161340122941165,0.3166626
Run4_161340135000806,0.22064207
Run4_161340154080172,0.17414744
Run4_161411780786013,0.59741265
Run4_161411795217187,0.71597266
Run4_161411807198571,0.19082499
Run4_161411807275763,0.50912386
Run4_161411807431397,0.6828339
Run4_161411807435486,0.69940454
Run4_161411826380003,0.31679508
Run4_161451911564523,0.21830402
Run4_161451911605148,0.0625089
Run4_161451925784942,0.284114
Run4_161451938793820,0.15070154
Run4_161451957177140,0.033526346
Run4_161451957467037,0.38099185
Run4_161462648487205,0.85936874
Run4_161462648792803,0.13488342
Run4_161462648794356,0.20795459
Run4_161462663691619,0.22531638
Run4_161462675795301,0.049974546
Run4_161462676047796,0.4096827
Run4_161462676052259,0.16925278
Run4_161478620408156,0.20687714
Run4_161478635015533,0.33044815
Run4_161478635801460,0.779554
Run4_161478647670707,0.33974057
Run4_161478647896947,0.19523223
Run4_161478667065140,0.06957505
Run4_161478667320563,0.28014445
Run4_161548547877229,0.13113646
Run4_161548562479924,0.7587771
Run4_161548562520420,0.32845736
Run4_161548562741995,0.31902635
Run4_161548563302326,0.029820733
Run4_161548575070061,0.56033283
Run4_161548575102828,0.1728085
Run4_161548575402909,0.04439887
Run4_161864228134173,0.03666886
Run4_161864242817899,0.6284871
Run4_161864255232883,0.08932358
Run4_161864255453532,0.07659217
Run4_161864274077931,0.26889592
Run4_161883152600301,0.31472778
Run4_161883152636852,0.11635348
Run4_161883152923502,0.19192806
Run4_161883152926580,0.283246
Run4_161883153348404,0.105053045
Run4_161883153386214,0.01551437
Run4_161883167800692,0.57577556
Run4_161883180128620,0.16752157
Run4_161883180383004,0.41886547
Run4_161883199032669,0.1699553
Run4_161889595091765,0.15084754
Run4_161889595341731,0.21427356
Run4_161889610222835,0.22704852
Run4_161889622386612,0.2330194
Run4_161889623076126,0.4190654
Run4_161889623161755,0.54758465
Run4_161889641978219,0.5195412
Run4_161889642002286,0.14133509
Run4_161890964487083,0.60016805
Run4_161890964719468,0.14584535
Run4_161890984115556,0.36526626
Run4_161893219227380,0.04837543
Run4_161893234136796,0.6642476
Run4_161893246425373,0.22941156
Run4_161893265042228,0.17992125
Run4_161893265565430,0.3059797
Run4_161960476723421,0.31088
Run4_161960476957420,0.034946226
Run4_161960490068269,0.15722941
Run4_161960508214004,0.44281074
Run4_161960508222189,0.075131305
Run4_161960508222771,0.2735435
Run4_161960508452262,0.2736122
Run4_161960508472182,0.17760755
Run4_162001533122422,0.105902456
Run4_162001560395102,0.31984386
Run4_162001579366324,0.330054
Run4_162078857030885,0.37128168
Run4_162078888148275,0.08711531
Run4_162090668153054,0.13378169
Run4_162090668211051,0.6845439
Run4_162090668374451,0.30283293
Run4_162090668383526,0.083014436
Run4_162090668419428,0.7378342
Run4_162090681326828,0.4915163
Run4_162090699901166,0.2566108
Run4_164631931640668,0.15362605
Run4_164631932197605,0.43629318
Run4_164631932202286,0.15918192
Run4_164631946357171,0.30993685
Run4_164631946934515,0.3926446
Run4_164631978096541,0.326928
Run4_164631978335652,0.2762868
